,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000101514,2,1.2,0,1.32,0,0.83,0,0.4
ENSMUSG00000101033,0,5.86,0,1.01,1.03,1.69,0,4.5
ENSMUSG00000101372,0.53,1.53,0,0,0,0.29,0,0.57
ENSMUSG00000103241,0,0.32,0,0.22,0,0,0,0
ENSMUSG00000086240,14.6,6.99,0,1.21,3.68,10.08,2.52,6.83
ENSMUSG00000048411,0.69,0.83,0,0.57,1.05,0.57,0.08,0.19
ENSMUSG00000081557,1.41,0.77,0,0.93,1.35,0.78,0,0.75
ENSMUSG00000058590,0,0,0,7.63,0,0,0,0
ENSMUSG00000101235,4.55,1.74,0,1.81,0.61,3.01,1.67,2.92
ENSMUSG00000064433,0,0,0,0,0,0,0,0
ENSMUSG00000080625,10,0,0,0,0,0,0,0
ENSMUSG00000080391,5.21,0,0,0,0,0,0,0
ENSMUSG00000099257,0,0,0,0,0,0,0,0
ENSMUSG00000099492,0.76,2.56,0.86,1.52,0.77,0.63,1.23,0.2
ENSMUSG00000101726,7.24,7.7,0,0.53,0,2.66,0.74,0
ENSMUSG00000096829,31.83,4.36,0,15.06,3.05,12.56,0,2.43
ENSMUSG00000098883,0,0,0,0,0,0,0,0
ENSMUSG00000053185,0.43,2.48,0,0,1.16,0,0,0.23
ENSMUSG00000100261,2.89,0.4,0,3.83,0.56,0,0,0
ENSMUSG00000101180,0,0,0,0,0,1.68,0,0
ENSMUSG00000048874,26.33,26.03,33.66,20.13,23.96,23.42,18.55,24.13
ENSMUSG00000103783,6.42,1.16,2.05,1.61,3.03,2.49,2.63,3.24
ENSMUSG00000104315,2.64,5.53,5.19,2.73,4.98,5.64,4.55,4.4
ENSMUSG00000026064,44.7,35.17,43.37,35.64,53.64,46.01,34.09,38.31
ENSMUSG00000086151,0,0,0,0,0,0.38,0,0
ENSMUSG00000086726,4.13,0.66,0,1.82,0,0.76,0,0.37
ENSMUSG00000087346,1.38,1.33,0,0,1.39,0,0,0
ENSMUSG00000100371,2.27,1.09,0,0.38,0,0.63,0.52,0
ENSMUSG00000100237,0,0,0,0,0,0.47,0,0
ENSMUSG00000098529,7.25,0,0,0,0,2,5,0
ENSMUSG00000086727,1.32,1.26,0,0.22,1.55,0.91,0,0
ENSMUSG00000100910,0,1.17,0,1.39,0.35,0.19,0,0.19
ENSMUSG00000099796,0,0,0,0,0,1.23,0,0
ENSMUSG00000050217,0.26,1.73,0,0.86,0.52,1.28,0.12,0.41
ENSMUSG00000026063,0,0.33,0,0.91,0,0,0.48,0.55
ENSMUSG00000077664,0,0,0,0,0,8.7,0,14.73
ENSMUSG00000100205,0,0,0,0,0,0.49,0,1.43
ENSMUSG00000100592,0,0.85,0,0.59,0,0,0,0
ENSMUSG00000094215,0.72,0,0,0.48,0,0,0,0
ENSMUSG00000101093,0,0,0,0,0,0.21,0,0
ENSMUSG00000070960,0.66,0.32,0,0,0,0.37,0,0
ENSMUSG00000088620,0,0,0,0,0,10.33,0,0
ENSMUSG00000082159,0.6,0,0,0.4,0,0,0,0
ENSMUSG00000026058,0.44,0.47,0,0.13,0.2,0.19,0,0.1
ENSMUSG00000064688,0,0,0,0,0,0,0,0
ENSMUSG00000103482,0.28,1.06,0,0,0.74,0.76,0,0.3
ENSMUSG00000104498,0,0,0,0.61,0,0.17,0,0.16
ENSMUSG00000104313,0.32,0.62,0,0.64,0.87,0,0,0
ENSMUSG00000102865,0.35,0,0,0.69,0.47,0.38,0,0
ENSMUSG00000102321,0.88,0,0,0.87,0.1,0.49,0,0
ENSMUSG00000091318,0.42,0.27,0,0.37,0.09,0.61,0,0
ENSMUSG00000089489,0,0,0,0,0,0,0,0
ENSMUSG00000104433,0.2,0,0,0.27,0,0.45,0,0.11
ENSMUSG00000089395,0,0,0,0,0,0,0,2.75
ENSMUSG00000102926,0.7,0.1,0,0.13,0.13,0.33,0,0.05
ENSMUSG00000100497,0.7,0.45,0,0,0.79,0,0,0
ENSMUSG00000102917,0,0,0,0,0,0,0,0
ENSMUSG00000100481,1.12,1.87,0,2.78,0.56,0.62,0,0
ENSMUSG00000100590,2,1.91,0,2.21,0.45,0,0.92,0.36
ENSMUSG00000088750,0,0,0,0,0,0,0,0
ENSMUSG00000104230,0,0.74,0,0.51,1.55,0,0,0
ENSMUSG00000101754,0,1.13,0,0.98,0.4,0.82,0.14,0.79
ENSMUSG00000065223,0,0,0,0,0,0,0,0
ENSMUSG00000100318,1.64,0,0,2.18,0,0.91,0.5,0
ENSMUSG00000101612,1.11,0.64,0,0.29,0,0.12,0,0.12
ENSMUSG00000065260,0,0,0,0,0,0,0,0
ENSMUSG00000026134,3.96,5.41,4.73,5.97,4.36,5.4,1.9,3.47
ENSMUSG00000101682,0,0,0,1.59,0,0,0,0
ENSMUSG00000102714,1.3,1.09,1.74,0.75,1.42,0.36,0.75,1.04
ENSMUSG00000102093,0,0,0,6.06,1.02,1.68,2.81,0
ENSMUSG00000103746,0,0,3.48,1.12,1.51,1.86,0.26,3.31
ENSMUSG00000102198,0.43,1.04,0,0,0,0.12,0.1,0
ENSMUSG00000004768,17.81,20.93,22.74,19.63,19.51,18.74,13.19,16.84
ENSMUSG00000042215,2.94,3.6,2.48,3.47,2.64,2.98,1.58,3.32
ENSMUSG00000103072,1.47,5.62,0,0,1.97,0.81,1.35,3.14
ENSMUSG00000042197,14.59,15.82,19.95,12.8,15.44,14.86,12.52,15.64
ENSMUSG00000081402,0.98,0.37,0,0.78,0.13,0.43,0.18,0.21
ENSMUSG00000042182,3.07,1.82,1.48,1.55,0.79,0.65,0.94,1.09
ENSMUSG00000104416,0.92,0.59,0.35,0.2,1.44,0.17,0,0.99
ENSMUSG00000026131,50,48.29,67.01,39.49,52.28,48.48,40.35,52.99
ENSMUSG00000103596,1.05,1.81,0.94,2.5,2.11,1.74,1.93,2.24
ENSMUSG00000099382,3,0,0,0,0,0,0,0
ENSMUSG00000084506,0,0,0,0,0,0,0,0
ENSMUSG00000103364,7.66,6.77,8.94,7.02,9.3,10.41,4.34,4.88
ENSMUSG00000105982,0,0,7.7,0,0,0,0,0
ENSMUSG00000096992,0.63,0.4,0.12,1.52,0.14,0.46,0.1,0.95
ENSMUSG00000103001,0.4,1.15,0,0,0,0.66,0,0
ENSMUSG00000104397,0,0,0,0,0,0.64,0,0
ENSMUSG00000102839,0,0,0,0,0,0,0,0
ENSMUSG00000101206,2.58,3.3,0,0.29,1.16,0.71,0,0.23
ENSMUSG00000101462,2.72,2.28,4.02,2.26,2.17,1.88,1.96,4.64
ENSMUSG00000102336,12.3,7.5,17.42,8.99,16.04,10.81,9.88,13.66
ENSMUSG00000092852,0,0,0,0,0,0,0,0
ENSMUSG00000042111,1.97,3.2,5.97,5.73,3.57,3.15,4.16,5.57
ENSMUSG00000101711,0,1.81,0,0,0,0,0,0.51
ENSMUSG00000026127,5.97,5.66,5.72,4.88,4.44,4.33,3.71,5.22
ENSMUSG00000026126,0.62,0.37,0.22,0.66,0.52,0.17,0.11,0.12
ENSMUSG00000100280,3.53,2.98,0,1.51,0.28,0.69,0,0.22
ENSMUSG00000101223,3.47,0,0,0.77,0.52,0.64,0.18,0.21
ENSMUSG00000026125,0.75,3.59,0,1.24,0.25,1.86,0.69,1.8
ENSMUSG00000101116,0,6.56,0,3.4,1.15,0,0,0
ENSMUSG00000026124,1.44,3.69,0,0.64,1.29,2.66,0,2.06
ENSMUSG00000101803,3.16,0,0,1.39,2.12,1.16,0,0
ENSMUSG00000037529,1.43,0.46,0,0.79,0,0,0.11,0.38
ENSMUSG00000045815,0,0,0,0,0,0,0,0
ENSMUSG00000045174,0.11,1.42,0,0.08,0.61,0.13,0,0
ENSMUSG00000100524,4.73,0,0,2.35,4.77,0,0,0
ENSMUSG00000102499,0,0,0,0,0,0,0,0
ENSMUSG00000103521,1.79,2.06,0,0.24,0.48,0.4,0,1.15
ENSMUSG00000104098,0,1.48,0,0,0,1.28,0,0
ENSMUSG00000037509,1.52,1.05,0.24,0.52,0.98,1.21,0.22,0.64
ENSMUSG00000102537,0,0,0,0,0,0,0,0
ENSMUSG00000102612,0,0,0,0,0,2.33,0,0
ENSMUSG00000104002,4.51,3.2,5.96,4.16,3.69,3.25,4.15,5.45
ENSMUSG00000037503,35.65,38.37,46.54,38.6,42.81,34.88,38.88,41.79
ENSMUSG00000104358,1.98,2.05,0,0.22,0.22,0.18,0,0.79
ENSMUSG00000026123,1.88,2.46,1.34,1.83,2.61,1.83,1.27,1.04
ENSMUSG00000103716,0.47,0.45,0,0.93,0.47,0.26,0,0
ENSMUSG00000103548,0,12.55,0,5.79,1.47,0,0,0
ENSMUSG00000103760,2.29,2.2,0,0,0,0,0,0
ENSMUSG00000103997,10.64,0,0,0,0,0,0,3.41
ENSMUSG00000077231,11.63,0,0,7.7,0,0,0,0
ENSMUSG00000104417,3.13,2.25,0,1.04,0,3.45,0,0.42
ENSMUSG00000064601,9.53,4.56,0,3.16,0,0,0,0
ENSMUSG00000101714,0,3.18,0,2.2,0,0.61,0,0
ENSMUSG00000102531,0,0,0,1.17,0.59,0.49,0,0
ENSMUSG00000103096,1.66,3.18,0,0.37,0,1.53,0,0.59
ENSMUSG00000102279,2.16,0,0,1.43,0,0,0,0.58
ENSMUSG00000103708,0.66,0.63,0,1.74,0.88,1.09,0,0
ENSMUSG00000104201,2.35,0,0,0,2.37,1.95,0,2.52
ENSMUSG00000102434,0.73,0.7,0,0.48,0,0.4,0,0
ENSMUSG00000045216,14.26,10.46,13.44,14.11,17.89,16.1,11.79,13.84
ENSMUSG00000104523,0,4.29,3.14,2.96,6.77,1.85,3.09,0
ENSMUSG00000102202,1.04,1.1,0,0.46,0.31,0.32,0.27,0.74
ENSMUSG00000037470,20.82,18.53,27.21,19.72,19.76,20.01,19.89,21.21
ENSMUSG00000098752,0,0,0,0,16.26,0,0,0
ENSMUSG00000047180,2.33,2.23,0.87,1.65,0.84,0.94,0.72,1.08
ENSMUSG00000037447,85.92,74.73,131.11,96.27,104.23,88.37,84.76,98.67
ENSMUSG00000102762,63.14,32.93,100.55,43.68,51.37,48.04,27.75,70.86
ENSMUSG00000010453,65.29,80.3,82.99,43.83,68.68,58.34,40.74,66.05
ENSMUSG00000098680,0,0,0,0,0,7.17,0,0
ENSMUSG00000037432,3.54,2.86,0.58,1.98,2.01,2.09,1.16,2.14
ENSMUSG00000001143,15.02,14.52,20.86,13.19,17.76,13.66,9.72,13.19
ENSMUSG00000037408,19.37,26.89,23.35,10.77,13.29,11.21,8.96,19.82
ENSMUSG00000104316,6.95,2.44,10.94,5.68,6.69,4.35,7.57,8.79
ENSMUSG00000106081,0,0,0,0,0,0,0,0
ENSMUSG00000001138,8.1,9.85,13.23,5.57,6.91,6.02,4.23,8.2
ENSMUSG00000102845,0,5.34,7.32,0,6.25,1.03,11.12,9.94
ENSMUSG00000067653,0.19,0.53,1.77,0.49,1.25,0.2,0.77,1.78
ENSMUSG00000109510,0,0,0,0,0,0,0,0
ENSMUSG00000079610,7.31,6.49,10.51,3.77,5.63,4.04,3.02,6.43
ENSMUSG00000026121,61.31,68.32,76.52,54.82,76.23,80.17,44.78,63.38
ENSMUSG00000087589,10.96,12.53,18.48,9.72,10.33,11.32,9.11,14.55
ENSMUSG00000046337,1.72,0.75,0.18,0.52,1.05,0.09,0.07,0.25
ENSMUSG00000089906,0,0,3.26,0,0.97,0,0,0
ENSMUSG00000077939,0,0,0,0,0,0,0,0
ENSMUSG00000061518,21.92,17.6,39.13,27.75,15.59,25.63,24.46,28.59
ENSMUSG00000037351,20.25,22.31,29.47,16.59,22.33,20.1,17.98,20.08
ENSMUSG00000102416,0.29,1.92,0.16,0,0.96,0.32,0,0.61
ENSMUSG00000104237,1.84,1.47,0,0.2,0.82,0.17,0.56,0.82
ENSMUSG00000026117,1.67,0.96,0,0.33,0.22,0.28,0,0
ENSMUSG00000097291,0.49,0.47,1.39,0,0,0.27,0,0
ENSMUSG00000026116,32.63,35.63,46.24,29,39.87,34.25,22.49,38.93
ENSMUSG00000103016,20.99,13.4,7.86,11.58,11.75,5.79,11.26,9.35
ENSMUSG00000102930,4.15,1.79,5.24,4.39,7.1,3.78,3.53,3.99
ENSMUSG00000103159,2.96,3.91,2.85,3.08,4.73,3.5,2.4,3.76
ENSMUSG00000080054,6.03,9.62,0,1.33,0.67,1.11,0,0
ENSMUSG00000095944,0,0,0,0,0,0,0,2.25
ENSMUSG00000050122,2.88,2.85,1.72,1.17,1.19,1.44,0.09,1.24
ENSMUSG00000103603,0,0.97,0,2,0.34,0,0,0
ENSMUSG00000026114,2.02,1.45,0,2.34,0.76,0.63,0.23,0.95
ENSMUSG00000102231,0,0,0,1.92,0,0.8,0,0.77
ENSMUSG00000026113,9.44,11.39,12.21,6.76,7.99,7.29,5.25,9.08
ENSMUSG00000086064,2.32,3.9,2.61,1.92,1.17,1.92,0.8,0.62
ENSMUSG00000102879,2.81,0,0,0,0,0,0,0
ENSMUSG00000026112,9.49,9.64,9.96,8.31,7.4,11.59,10.8,9.58
ENSMUSG00000026111,15.21,16.99,25.64,14.06,30.22,19.94,18.36,22.51
ENSMUSG00000026110,3.15,2.45,3.73,1.44,2.24,2.12,1.95,2.64
ENSMUSG00000103948,0.18,0.17,0.51,0.36,0.37,0.3,0.42,0.1
ENSMUSG00000087233,0,0.8,0,0.74,0,0,0,0
ENSMUSG00000026090,1.18,0.66,0.06,1.04,0.13,1.2,0.86,0.84
ENSMUSG00000089767,0.89,0,0,2.96,0.6,0,0,0.48
ENSMUSG00000104365,0,0.5,0,2.24,0,1.29,0,0.28
ENSMUSG00000102650,0.68,1.73,0,0.6,0,0,0.52,0.6
ENSMUSG00000060771,6.52,6.65,7.38,5.62,7.72,6.48,4.7,4.86
ENSMUSG00000097268,2.59,1.86,0,0.43,0.76,0.72,0.22,0.17
ENSMUSG00000037216,1.22,1.4,0,1.13,0.98,1.08,0.56,1.04
ENSMUSG00000026088,11.74,15.05,14.92,11,12.74,11.37,13.04,8.59
ENSMUSG00000026087,8.53,6.24,5.14,5.13,4.79,8.13,7.13,7.13
ENSMUSG00000061584,0.78,2.24,0,0.9,0.79,0.43,0,0.1
ENSMUSG00000087374,1,0.24,0,0.17,0.42,0.07,0.17,0.07
ENSMUSG00000026085,5.63,2.16,0,1.12,0.38,3.42,0,1.81
ENSMUSG00000089141,0,0,0,2.8,4.25,1.17,0,0
ENSMUSG00000058407,10.06,9.69,9.85,8.52,10.82,8.83,8.44,8.69
ENSMUSG00000026083,17.69,19.9,23.18,17.53,17.88,15.66,14.55,18.42
ENSMUSG00000026082,15.65,12.82,17.23,13.48,15.36,13.48,12.2,14
ENSMUSG00000103804,5.71,6.15,12.83,4.73,6.71,8.67,3.28,3.43
ENSMUSG00000102716,3.52,2.07,0,2.15,0.18,0.45,0.37,1.3
ENSMUSG00000037138,2.26,2.45,1.31,2.29,1.51,1.29,0.66,1.53
ENSMUSG00000085391,6.58,1.05,0,2.91,0,0.61,0,0.29
ENSMUSG00000085280,1.57,0,0,1.04,0,0,0,0
ENSMUSG00000087131,5.94,0.78,0,2.86,1.63,0.75,0,0.14
ENSMUSG00000102984,1.89,0,0,0,1.91,0,0,2.02
ENSMUSG00000102541,0,1.91,0,3.3,3.35,0.55,0,0.53
ENSMUSG00000103531,7.96,5.71,0,1.98,1.34,0,0,0
ENSMUSG00000048814,1.33,0.38,1.05,1.06,0.67,0.66,0.77,0.53
ENSMUSG00000026080,1.09,0.96,0.26,0.72,0.34,0.25,0.15,0.36
ENSMUSG00000103647,0,1.47,0,0,0,0,0,0
ENSMUSG00000102447,1.3,0,0,0,0,0.72,0.89,0
ENSMUSG00000067604,2,0.48,0,0,1.01,2.48,0,0
ENSMUSG00000026078,4.98,5.34,9.8,7.62,6.45,6.55,4.69,7.1
ENSMUSG00000103046,6.1,4.38,3.77,7.48,3.69,3.37,1.97,2.61
ENSMUSG00000104188,0.27,0,0.15,0.36,0,1.35,0,0.29
ENSMUSG00000103182,3.83,0,0,0.16,0,0.26,0,0.38
ENSMUSG00000098833,0,4.94,0,0,0,0,0,8.27
ENSMUSG00000026077,52.72,37.9,76.52,38.52,46.08,38.05,27.9,51.44
ENSMUSG00000092553,8.84,0,0,1.17,1.19,0,0,0
ENSMUSG00000092563,60.38,15.54,83.59,28.06,47.22,25.38,20.31,39.01
ENSMUSG00000073702,74.64,53.04,88.98,61,50.34,62.82,54.26,65.94
ENSMUSG00000003134,4.77,6.31,7.35,5.19,7.89,5.75,4,4.34
ENSMUSG00000102607,0.57,0.54,3.18,2.99,0.38,1.56,0,0
ENSMUSG00000065629,0,0,0,0,0,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0,0,0
ENSMUSG00000003135,8.98,7.38,15.55,7.46,10.63,12.13,9.18,12.5
ENSMUSG00000085894,8.19,9.41,5.52,3.8,8.44,4.52,2.26,6.71
ENSMUSG00000077704,40.93,13.07,33.23,30.12,9.16,17.58,37.65,9.72
ENSMUSG00000048234,43.18,40.01,42.7,33.15,44.04,38.44,32.83,38.43
ENSMUSG00000064936,69.26,47.91,67.04,28.03,69.79,61.62,46.01,45.24
ENSMUSG00000102471,0.85,3.25,0,0,1.14,0.94,0,0
ENSMUSG00000050967,0.66,1.18,0.05,0.33,0.28,0.63,0.34,0.09
ENSMUSG00000097083,0.27,0,0,0.36,0.28,0.08,0,0
ENSMUSG00000057173,2.57,1.57,1.05,1.7,0.47,3.36,2.26,1.12
ENSMUSG00000091937,1.42,0,0,0,0,0,0,0
ENSMUSG00000101634,5.62,2.24,4.48,0.93,4.09,2.59,1.94,2.25
ENSMUSG00000026074,175.3,155.8,216.08,148.82,198.09,157.5,135.22,171.25
ENSMUSG00000102985,1.13,1.44,0,0,0,0,0,0.2
ENSMUSG00000026073,2.62,1.26,1.62,1.74,3.35,1.74,1.93,2.66
ENSMUSG00000097899,4.16,3.98,0,0.39,0,3.61,0,0.63
ENSMUSG00000102975,0.49,2.65,0.73,1.29,0.11,0.54,0.6,0.44
ENSMUSG00000026072,186.15,203.52,207.8,72.48,114.86,121.29,60.38,188.45
ENSMUSG00000103560,39.98,27.87,36.4,25.1,47.86,27.66,15.94,38.16
ENSMUSG00000070942,10.94,10.06,13.54,7.59,8.39,9.37,6.96,10.56
ENSMUSG00000103230,13.14,9.79,9.44,2.9,4.41,5.65,1.34,13.66
ENSMUSG00000026069,2.9,1.04,0.33,5.67,4.68,1.68,1.87,1.51
ENSMUSG00000026070,0.83,1.39,0,0.62,0.56,0.57,0.38,0.72
ENSMUSG00000026068,0.67,0.21,0,0.74,0.6,0.37,0.07,0.2
ENSMUSG00000104441,4.18,2,0,0,0,0,0,0
ENSMUSG00000026065,0.77,1.58,0,0.87,0.44,1.27,0,0.29
ENSMUSG00000102676,1.01,0.36,0,1.01,0.26,0.49,0,0.34
ENSMUSG00000026062,1.22,1.1,1.17,0.47,0.67,1.27,0.07,0.77
ENSMUSG00000103679,0,0.6,0,0.83,0,1.03,0.57,0.33
ENSMUSG00000103270,0.61,2.64,0,0.51,0.21,1.27,0.63,0
ENSMUSG00000041945,1.37,0.84,0.99,0.71,1.44,0.81,1.35,1.15
ENSMUSG00000079588,0.18,0.18,0.52,1.59,0.12,1.32,0.42,0.49
ENSMUSG00000094136,0,0,0,1.34,0,0,0,0
ENSMUSG00000104072,0,0,0,0,0,0,0,0
ENSMUSG00000100185,0.96,0.18,0,1.14,1.16,0.63,0.44,0
ENSMUSG00000100832,0.78,2.4,0,0.52,0.74,0.35,0.07,0.5
ENSMUSG00000100178,4.79,1.83,0,2.85,2.25,0.26,0.22,0
ENSMUSG00000101877,0.91,2.62,0,0,0.92,0.5,0,0
ENSMUSG00000053640,0.36,0.35,0,1.68,0.97,0.2,0,0.19
ENSMUSG00000101919,0,0,0,0,0,0,0,0
ENSMUSG00000101299,0.87,0,0,0,0,0.8,0.13,0
ENSMUSG00000100180,0.79,0,0,0,0,0,0,0
ENSMUSG00000103106,1.88,0,0,3.11,0,1.04,0,0.5
ENSMUSG00000060424,1.01,0.64,0,0.45,0.6,0.19,0.36,0
ENSMUSG00000104199,0.74,2.13,0,0,1.49,0,0,0.4
ENSMUSG00000093436,3.21,3.36,0,0,0.2,0,0.13,0
ENSMUSG00000045515,0.81,0.65,1.1,0.49,1,1.38,0.9,0.69
ENSMUSG00000097063,0.4,0.76,0,0.79,0,0,0.73,0
ENSMUSG00000099784,0.92,0.44,0,0.61,0.77,0.38,0,0
ENSMUSG00000060679,9.29,7.73,11.32,7.65,12.13,9.06,9.22,9.18
ENSMUSG00000077448,0,0,0,0,2.51,4.12,1.72,1.99
ENSMUSG00000041907,0.97,0.99,0.12,0.55,0.65,0.42,0.06,0.26
ENSMUSG00000089088,17.65,39.46,0,7.8,11.86,35.75,0,22.01
ENSMUSG00000070939,7.29,10.26,11.53,7.25,10.38,7.25,7.76,8.26
ENSMUSG00000100269,3.62,1.16,0,0,2.43,0,0,0
ENSMUSG00000041878,0.8,0,0.45,0.27,0.27,0.44,0.37,1.07
ENSMUSG00000010290,11.14,7.2,13.5,7.38,7.19,7.75,6.92,6.96
ENSMUSG00000008136,156.36,158.1,210.16,177.61,156.23,166.43,159,158.8
ENSMUSG00000094497,2.07,4.96,0,4.8,0,2.29,0,0
ENSMUSG00000099576,3.37,2.02,0,0.56,1.13,0.47,0.19,0.68
ENSMUSG00000099694,4.42,2.12,0,0.73,0,0.61,0,0
ENSMUSG00000101923,0,6.3,0,1.74,0,0,0,0
ENSMUSG00000066877,12.91,13.98,13.13,12.94,13.95,11.97,8.93,16.68
ENSMUSG00000103422,2.01,1.15,2.26,0.53,2.43,1.55,2.03,1.93
ENSMUSG00000103945,8.12,5.19,6.96,3.59,6.5,4.49,2.67,7.65
ENSMUSG00000026051,4.99,3.72,3.43,10.65,8.57,11.33,8.67,5.04
ENSMUSG00000100764,3.28,3.14,4.3,0.72,2.93,4.82,5.02,6.42
ENSMUSG00000100635,0.82,0.78,0,0.54,0.55,0.45,0.75,0
ENSMUSG00000100480,2,0,0.56,4.65,0,2.77,0,2.68
ENSMUSG00000057363,12.56,11.75,12.74,12.28,10.28,13.87,14.22,10.75
ENSMUSG00000090243,1.56,0,0,0.26,0.53,0,0,0
ENSMUSG00000100701,1.84,0,0,0,0.62,0,0,0
ENSMUSG00000101395,3.06,0.59,0,1.22,1.65,0,0.28,0.33
ENSMUSG00000088848,0,0,0,21.2,0,11.05,0,0
ENSMUSG00000095757,4.55,17.42,0,18.07,12.22,12.56,0,2.43
ENSMUSG00000041763,23.63,20.49,27.12,31.03,34.04,30.01,26.96,23.31
ENSMUSG00000047343,2.79,1.11,0,1.23,0.63,0.13,0.43,0.06
ENSMUSG00000090106,0,0,0,3.68,0,0,0,0
ENSMUSG00000091844,1.67,1.76,0.28,0.72,1.12,0.65,0.62,0.67
ENSMUSG00000026049,10.13,4.48,7.88,7.4,8.9,7.6,5.38,3.33
ENSMUSG00000101104,0,0,0,0,0,0,0,0
ENSMUSG00000026047,10.95,14.53,11.95,11.6,9.77,10.19,10.64,12.45
ENSMUSG00000041684,6.66,7.18,6.02,4.96,4.39,4.14,3.5,6.1
ENSMUSG00000026048,11.69,15.03,19.51,12.37,13.81,13.47,11.18,14.81
ENSMUSG00000046828,1.14,0.85,0,0.92,0.51,0.49,0,0.34
ENSMUSG00000089703,0,3,0,2.42,0.35,1.73,0,1.4
ENSMUSG00000100966,0,1.45,0,1.34,0,0,0,2.16
ENSMUSG00000100769,0.9,1.3,0,0.6,0,0.5,0,0
ENSMUSG00000101567,0,3.1,0,0,0,0,0,1.73
ENSMUSG00000056870,17.7,16.83,28.21,25.83,25.93,23.08,20.51,17.36
ENSMUSG00000102319,7.02,6.09,11.52,13.36,11.86,4.96,3.58,6.97
ENSMUSG00000089877,9.53,6.84,16.07,7.1,11.2,7.89,4.93,7.64
ENSMUSG00000101701,3.87,1.06,0,0,1.11,0,0,0
ENSMUSG00000103071,4.19,3.71,2.18,1.28,4.98,2.49,1.93,4.31
ENSMUSG00000100434,1.89,0,0,0,0,0,1.31,1.01
ENSMUSG00000100013,0.75,1.44,0,0,0,0.41,0,1.2
ENSMUSG00000101251,6.04,0.64,0,0.89,2.71,0.74,0,2.15
ENSMUSG00000101937,0,0,0,0.35,0,0,0,0
ENSMUSG00000026043,101.46,43,130.52,76.65,82.57,102.91,62.77,56.34
ENSMUSG00000105211,0,0,0,0,0,0,0,0
ENSMUSG00000026042,88.09,63.34,162.46,99.52,87.66,111.86,85.52,89.27
ENSMUSG00000104476,10.19,7.04,8.69,4.73,6.43,5.66,5.26,6.56
ENSMUSG00000100218,1.91,4.57,0,0,0,0,0,0.51
ENSMUSG00000100361,0.51,0,0,0,0,0,0,0
ENSMUSG00000100894,4.28,1.64,0,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0,0,0
ENSMUSG00000100843,0.87,1.67,0.98,3.75,1.17,1.2,3,0.46
ENSMUSG00000087764,0,0,0,6.53,0,0,0,0
ENSMUSG00000025995,12.35,12.52,9.98,9.2,8.91,11.05,9.53,8.78
ENSMUSG00000099850,1.41,0,0,0.56,0.57,0.47,0.26,0
ENSMUSG00000084817,4.73,3.4,1.33,8.62,4.77,7.84,9.79,3.79
ENSMUSG00000098549,2.67,1.92,2.25,0.44,0.45,1.11,0.61,3.21
ENSMUSG00000099381,0,0.41,0,1.41,0,0.47,0,0
ENSMUSG00000025993,14.23,11.07,18.87,22.6,25.2,21.97,23.98,11.55
ENSMUSG00000099946,2.19,0,0,0.41,0.21,0.52,0.72,0.17
ENSMUSG00000070896,2.15,2.06,0,2.85,0,0.59,0,0
ENSMUSG00000090682,0,0,0,3.76,1.27,0,0,1.01
ENSMUSG00000044457,0.75,0.31,0,0.78,0.14,0.06,0,0.57
ENSMUSG00000099432,4.47,8.56,0,2.37,0,0.99,0,0
ENSMUSG00000041144,1.95,2.54,1.73,1.18,1.63,1.96,1.12,1.23
ENSMUSG00000096047,0,0,0,5.57,0,0,0,4.49
ENSMUSG00000101262,2.05,3.93,0,0.17,0.52,0.99,0,0
ENSMUSG00000101337,1.39,1.18,0,1.21,0.4,0.66,0.24,0.34
ENSMUSG00000025986,9.19,7.23,8.53,9.57,8.05,8.93,7.51,5.53
ENSMUSG00000100213,3.16,6.05,5.32,6.97,5.3,6.39,3.63,3.09
ENSMUSG00000103129,0.65,0.25,0,0.17,0.43,0.14,0,0.14
ENSMUSG00000100160,0,0,0,0,0,0,0,3.6
ENSMUSG00000101921,0,2.01,0,0,0,0,0,0
ENSMUSG00000101447,5.12,13.74,0,0.68,0,1.13,0.94,2.19
ENSMUSG00000081185,0,0,0,0.91,0,0,0,2.57
ENSMUSG00000103246,0.52,0.49,0,0.51,0.52,1.14,0,0
ENSMUSG00000098876,0,0,0,0,0,0,0,0
ENSMUSG00000100530,0.67,1.29,0,0,0,0.37,0,0
ENSMUSG00000104067,0,0,0,1.83,0.74,0.3,0,0.3
ENSMUSG00000100033,4.13,2.72,0,0.68,1.56,0.29,0.36,0.41
ENSMUSG00000094968,0,0,0,0,0,0,0,0
ENSMUSG00000088017,5.56,0,0,0,0,0,0,0.99
ENSMUSG00000101996,1.21,5.79,0,0.4,0,2.67,0,0
ENSMUSG00000096973,0.51,0,0,0,0,0,0,0
ENSMUSG00000064943,0,0,0,0,2.78,0,0,0
ENSMUSG00000100866,0,0,0,0,0,2.59,0,0
ENSMUSG00000101721,0.36,2.44,0,0.97,0.49,0.2,0,0.58
ENSMUSG00000099376,1.8,0.58,0,0.4,0,1,0,0.64
ENSMUSG00000097883,0.49,0,0,0.33,0,0.55,0,0
ENSMUSG00000092790,0,0,0,0,0,0,0,0
